drug,drugbank-id,disease,MeshId
153,DB00398,26,D114550
69,DB00257,27,D114580
268,DB00620,27,D114580
517,DB01099,27,D114580
522,DB01110,27,D114580
548,DB01167,27,D114580
560,DB01188,27,D114580
42,DB00204,28,D115000
66,DB00252,28,D115000
81,DB00280,28,D115000
139,DB00379,28,D115000
245,DB00571,28,D115000
292,DB00661,28,D115000
412,DB00908,28,D115000
485,DB01035,28,D115000
497,DB01064,28,D115000
523,DB01113,28,D115000
526,DB01118,28,D115000
582,DB01228,28,D115000
292,DB00661,29,D115195
18,DB00162,30,D115300
441,DB00963,31,D115645
415,DB00915,32,D119500
552,DB01174,33,D121200
358,DB00794,34,D121201
552,DB01174,34,D121201
337,DB00755,35,D124200
141,DB00381,36,D125310
149,DB00393,36,D125310
301,DB00682,36,D125310
321,DB00722,36,D125310
339,DB00758,36,D125310
357,DB00790,36,D125310
363,DB00806,36,D125310
430,DB00945,36,D125310
576,DB01219,36,D125310
19,DB00163,37,D125320
34,DB00190,37,D125320
63,DB00245,37,D125320
72,DB00268,37,D125320
99,DB00313,37,D125320
142,DB00382,37,D125320
145,DB00387,37,D125320
161,DB00413,37,D125320
297,DB00674,37,D125320
331,DB00747,37,D125320
365,DB00810,37,D125320
377,DB00843,37,D125320
455,DB00989,37,D125320
490,DB01043,37,D125320
175,DB00443,38,D125600
275,DB00635,38,D125600
328,DB00741,38,D125600
426,DB00936,38,D125600
473,DB01013,38,D125600
560,DB01188,38,D125600
587,DB01234,38,D125600
1,DB00035,39,D125700
464,DB00999,39,D125700
53,DB00222,40,D125850
85,DB00284,40,D125850
110,DB00331,40,D125850
160,DB00412,40,D125850
162,DB00414,40,D125850
203,DB00491,40,D125850
296,DB00672,40,D125850
324,DB00731,40,D125850
376,DB00839,40,D125850
414,DB00912,40,D125850
475,DB01016,40,D125850
482,DB01029,40,D125850
499,DB01067,40,D125850
529,DB01124,40,D125850
533,DB01132,40,D125850
603,DB01261,40,D125850
53,DB00222,41,D125851
85,DB00284,41,D125851
110,DB00331,41,D125851
160,DB00412,41,D125851
162,DB00414,41,D125851
203,DB00491,41,D125851
296,DB00672,41,D125851
324,DB00731,41,D125851
376,DB00839,41,D125851
414,DB00912,41,D125851
475,DB01016,41,D125851
482,DB01029,41,D125851
499,DB01067,41,D125851
529,DB01124,41,D125851
533,DB01132,41,D125851
603,DB01261,41,D125851
3,DB00104,42,D125852
662,DB08907,42,D125852
53,DB00222,43,D125853
85,DB00284,43,D125853
110,DB00331,43,D125853
160,DB00412,43,D125853
162,DB00414,43,D125853
203,DB00491,43,D125853
296,DB00672,43,D125853
324,DB00731,43,D125853
376,DB00839,43,D125853
414,DB00912,43,D125853
475,DB01016,43,D125853
482,DB01029,43,D125853
499,DB01067,43,D125853
527,DB01120,43,D125853
529,DB01124,43,D125853
533,DB01132,43,D125853
603,DB01261,43,D125853
29,DB00181,44,D126200
61,DB00242,44,D126200
275,DB00635,44,D126200
330,DB00745,44,D126200
387,DB00860,44,D126200
415,DB00915,44,D126200
459,DB00993,44,D126200
571,DB01204,44,D126200
576,DB01219,44,D126200
287,DB00653,45,D127350
210,DB00502,46,D127750
29,DB00181,47,D128101
242,DB00564,47,D128101
0,DB00014,48,D131200
94,DB00304,48,D131200
133,DB00367,48,D131200
261,DB00603,48,D131200
318,DB00717,48,D131200
437,DB00957,48,D131200
449,DB00977,48,D131200
624,DB01406,48,D131200
49,DB00215,49,D131300
86,DB00285,49,D131300
193,DB00472,49,D131300
316,DB00715,49,D131300
519,DB01104,49,D131300
267,DB00619,50,D131440
358,DB00794,51,D132090
358,DB00794,52,D132100
358,DB00794,53,D132300
213,DB00515,54,D133239
241,DB00563,54,D133239
438,DB00958,54,D133239
109,DB00328,55,D133600
175,DB00443,55,D133600
268,DB00620,55,D133600
275,DB00635,55,D133600
356,DB00788,55,D133600
587,DB01234,55,D133600
109,DB00328,56,D133690
263,DB00605,56,D133690
356,DB00788,56,D133690
367,DB00814,56,D133690
1,DB00035,57,D134430
93,DB00302,57,D134430
1,DB00035,58,D134500
93,DB00302,58,D134500
93,DB00302,59,D134510
93,DB00302,60,D134520
14,DB00153,61,D134600
502,DB01070,61,D134600
460,DB00995,62,D134750
199,DB00482,63,D135550
40,DB00201,64,D136200
330,DB00745,64,D136200
629,DB01576,64,D136200
95,DB00305,65,D137215
229,DB00544,65,D137215
241,DB00563,65,D137215
462,DB00997,65,D137215
518,DB01101,65,D137215
596,DB01248,65,D137215
340,DB00759,66,D137400
64,DB00246,67,D137580
210,DB00502,67,D137580
248,DB00575,67,D137580
290,DB00657,67,D137580
326,DB00734,67,D137580
37,DB00195,68,D137750
88,DB00287,68,D137750
136,DB00373,68,D137750
146,DB00388,68,D137750
179,DB00449,68,D137750
200,DB00484,68,D137750
215,DB00521,68,D137750
288,DB00654,68,D137750
294,DB00668,68,D137750
393,DB00869,68,D137750
409,DB00905,68,D137750
564,DB01194,68,D137750
572,DB01210,68,D137750
573,DB01214,68,D137750
88,DB00287,69,D137760
136,DB00373,69,D137760
146,DB00388,69,D137760
179,DB00449,69,D137760
200,DB00484,69,D137760
288,DB00654,69,D137760
294,DB00668,69,D137760
369,DB00819,69,D137760
393,DB00869,69,D137760
409,DB00905,69,D137760
539,DB01144,69,D137760
564,DB01194,69,D137760
573,DB01214,69,D137760
70,DB00262,70,D137800
80,DB00279,71,D138800
180,DB00451,71,D138800
80,DB00279,72,D140300
180,DB00451,72,D140300
5,DB00122,73,D140600
11,DB00141,73,D140600
36,DB00193,73,D140600
40,DB00201,73,D140600
101,DB00316,73,D140600
102,DB00318,73,D140600
109,DB00328,73,D140600
186,DB00461,73,D140600
190,DB00469,73,D140600
199,DB00482,73,D140600
208,DB00500,73,D140600
237,DB00554,73,D140600
247,DB00573,73,D140600
252,DB00586,73,D140600
263,DB00605,73,D140600
314,DB00712,73,D140600
333,DB00749,73,D140600
354,DB00784,73,D140600
356,DB00788,73,D140600
367,DB00814,73,D140600
388,DB00861,73,D140600
424,DB00929,73,D140600
429,DB00939,73,D140600
430,DB00945,73,D140600
439,DB00959,73,D140600
457,DB00991,73,D140600
471,DB01009,73,D140600
493,DB01050,73,D140600
500,DB01068,73,D140600
608,DB01283,73,D140600
610,DB01296,73,D140600
621,DB01399,73,D140600
636,DB01628,73,D140600
245,DB00571,74,D140850
29,DB00181,75,D143100
639,DB04844,75,D143100
30,DB00182,76,D143465
86,DB00285,76,D143465
89,DB00289,76,D143465
165,DB00422,76,D143465
184,DB00458,76,D143465
226,DB00540,76,D143465
248,DB00575,76,D143465
330,DB00745,76,D143465
477,DB01018,76,D143465
542,DB01151,76,D143465
543,DB01156,76,D143465
599,DB01255,76,D143465
629,DB01576,76,D143465
630,DB01577,76,D143465
552,DB01174,77,D143500
83,DB00282,78,D143880
154,DB00399,78,D143880
275,DB00635,78,D143880
307,DB00695,78,D143880
280,DB00641,79,D143890
447,DB00973,79,D143890
507,DB01076,79,D143890
516,DB01098,79,D143890
23,DB00175,80,D144010
55,DB00227,80,D144010
272,DB00627,80,D144010
280,DB00641,80,D144010
487,DB01039,80,D144010
507,DB01076,80,D144010
515,DB01095,80,D144010
516,DB01098,80,D144010
592,DB01241,80,D144010
104,DB00321,81,D144110
166,DB00424,81,D144110
248,DB00575,81,D144110
461,DB00996,81,D144110
495,DB01062,81,D144110
546,DB01162,81,D144110
516,DB01098,82,D144250
280,DB00641,83,D144400
447,DB00973,83,D144400
507,DB01076,83,D144400
516,DB01098,83,D144400
272,DB00627,84,D144650
276,DB00636,84,D144650
487,DB01039,84,D144650
592,DB01241,84,D144650
153,DB00398,85,D144700
174,DB00441,85,D144700
220,DB00530,85,D144700
261,DB00603,85,D144700
468,DB01005,85,D144700
518,DB01101,85,D144700
606,DB01268,85,D144700
632,DB01590,85,D144700
647,DB06287,85,D144700
337,DB00755,86,D145100
337,DB00755,87,D145200
141,DB00381,88,D145500
290,DB00657,88,D145500
299,DB00678,88,D145500
442,DB00966,88,D145500
514,DB01088,88,D145500
600,DB01258,88,D145500
607,DB01275,88,D145500
10,DB00140,89,D145590
40,DB00201,89,D145590
60,DB00241,89,D145590
101,DB00316,89,D145590
102,DB00318,89,D145590
103,DB00320,89,D145590
126,DB00354,89,D145590
132,DB00366,89,D145590
135,DB00371,89,D145590
146,DB00388,89,D145590
169,DB00433,89,D145590
196,DB00477,89,D145590
211,DB00508,89,D145590
212,DB00514,89,D145590
225,DB00537,89,D145590
239,DB00557,89,D145590
338,DB00757,89,D145590
345,DB00767,89,D145590
356,DB00788,89,D145590
383,DB00852,89,D145590
404,DB00889,89,D145590
408,DB00904,89,D145590
430,DB00945,89,D145590
471,DB01009,89,D145590
493,DB01050,89,D145590
506,DB01075,89,D145590
554,DB01176,89,D145590
584,DB01231,89,D145590
587,DB01234,89,D145590
621,DB01399,89,D145590
576,DB01219,90,D145600
516,DB01098,91,D145750
282,DB00644,92,D146110
9,DB00136,93,D146200
12,DB00146,93,D146200
14,DB00153,93,D146200
22,DB00169,93,D146200
502,DB01070,93,D146200
9,DB00136,94,D146255
14,DB00153,94,D146255
26,DB00178,94,D146255
48,DB00214,94,D146255
204,DB00492,94,D146255
214,DB00519,94,D146255
228,DB00542,94,D146255
250,DB00584,94,D146255
299,DB00678,94,D146255
304,DB00691,94,D146255
307,DB00695,94,D146255
321,DB00722,94,D146255
357,DB00790,94,D146255
398,DB00881,94,D146255
402,DB00887,94,D146255
454,DB00988,94,D146255
482,DB01029,94,D146255
502,DB01070,94,D146255
567,DB01197,94,D146255
46,DB00211,95,D146500
134,DB00368,95,D146500
146,DB00388,95,D146500
337,DB00755,96,D146700
275,DB00635,97,D146850
387,DB00860,97,D146850
439,DB00959,97,D146850
369,DB00819,98,D147480
5,DB00122,99,D147530
29,DB00181,99,D147530
36,DB00193,99,D147530
40,DB00201,99,D147530
56,DB00230,99,D147530
75,DB00273,99,D147530
82,DB00281,99,D147530
86,DB00285,99,D147530
91,DB00295,99,D147530
92,DB00297,99,D147530
101,DB00316,99,D147530
104,DB00321,99,D147530
108,DB00327,99,D147530
109,DB00328,99,D147530
112,DB00333,99,D147530
120,DB00346,99,D147530
127,DB00356,99,D147530
181,DB00454,99,D147530
183,DB00457,99,D147530
184,DB00458,99,D147530
186,DB00461,99,D147530
188,DB00465,99,D147530
195,DB00476,99,D147530
199,DB00482,99,D147530
206,DB00497,99,D147530
211,DB00508,99,D147530
218,DB00527,99,D147530
226,DB00540,99,D147530
239,DB00557,99,D147530
247,DB00573,99,D147530
248,DB00575,99,D147530
252,DB00586,99,D147530
255,DB00590,99,D147530
263,DB00605,99,D147530
265,DB00611,99,D147530
283,DB00647,99,D147530
286,DB00652,99,D147530
302,DB00686,99,D147530
312,DB00706,99,D147530
320,DB00721,99,D147530
333,DB00749,99,D147530
334,DB00750,99,D147530
356,DB00788,99,D147530
366,DB00813,99,D147530
378,DB00844,99,D147530
388,DB00861,99,D147530
405,DB00898,99,D147530
406,DB00899,99,D147530
411,DB00907,99,D147530
419,DB00921,99,D147530
420,DB00924,99,D147530
426,DB00936,99,D147530
429,DB00939,99,D147530
430,DB00945,99,D147530
436,DB00956,99,D147530
461,DB00996,99,D147530
466,DB01002,99,D147530
493,DB01050,99,D147530
513,DB01086,99,D147530
537,DB01142,99,D147530
542,DB01151,99,D147530
545,DB01161,99,D147530
546,DB01162,99,D147530
551,DB01173,99,D147530
561,DB01189,99,D147530
562,DB01192,99,D147530
571,DB01204,99,D147530
574,DB01216,99,D147530
577,DB01221,99,D147530
621,DB01399,99,D147530
623,DB01403,99,D147530
118,DB00342,100,D147540
132,DB00366,100,D147540
146,DB00388,100,D147540
152,DB00397,100,D147540
170,DB00434,100,D147540
268,DB00620,100,D147540
275,DB00635,100,D147540
277,DB00637,100,D147540
294,DB00668,100,D147540
387,DB00860,100,D147540
439,DB00959,100,D147540
501,DB01069,100,D147540
506,DB01075,100,D147540
216,DB00523,101,D148000
244,DB00570,101,D148000
306,DB00694,101,D148000
583,DB01229,101,D148000
268,DB00620,102,D148100
252,DB00586,103,D150600
273,DB00630,103,D150600
356,DB00788,103,D150600
430,DB00945,103,D150600
493,DB01050,103,D150600
306,DB00694,104,D151380
61,DB00242,105,D151400
484,DB01033,105,D151400
505,DB01073,105,D151400
556,DB01181,105,D151400
175,DB00443,106,D151590
241,DB00563,106,D151590
268,DB00620,106,D151590
275,DB00635,106,D151590
337,DB00755,106,D151590
473,DB01013,106,D151590
2,DB00091,107,D152700
268,DB00620,107,D152700
275,DB00635,107,D152700
387,DB00860,107,D152700
430,DB00945,107,D152700
459,DB00993,107,D152700
587,DB01234,107,D152700
633,DB01611,107,D152700
185,DB00460,108,D153800
310,DB00699,108,D153800
314,DB00712,109,D153880
587,DB01234,109,D153880
576,DB01219,110,D154275
576,DB01219,111,D154276
305,DB00692,112,D155100
541,DB01148,112,D155100
572,DB01210,112,D155100
581,DB01225,112,D155100
90,DB00290,113,D155600
382,DB00851,113,D155600
384,DB00853,113,D155600
468,DB01005,113,D155600
596,DB01248,113,D155600
90,DB00290,114,D155601
382,DB00851,114,D155601
384,DB00853,114,D155601
468,DB01005,114,D155601
596,DB01248,114,D155601
372,DB00829,115,D156000
584,DB01231,115,D156000
202,DB00490,116,D156190
40,DB00201,117,D157300
50,DB00216,117,D157300
60,DB00241,117,D157300
75,DB00273,117,D157300
100,DB00315,117,D157300
101,DB00316,117,D157300
103,DB00320,117,D157300
109,DB00328,117,D157300
125,DB00353,117,D157300
136,DB00373,117,D157300
170,DB00434,117,D157300
245,DB00571,117,D157300
275,DB00635,117,D157300
292,DB00661,117,D157300
295,DB00669,117,D157300
308,DB00696,117,D157300
309,DB00697,117,D157300
356,DB00788,117,D157300
417,DB00918,117,D157300
420,DB00924,117,D157300
430,DB00945,117,D157300
434,DB00952,117,D157300
435,DB00953,117,D157300
461,DB00996,117,D157300
463,DB00998,117,D157300
551,DB01173,117,D157300
586,DB01233,117,D157300
46,DB00211,118,D157700
71,DB00264,118,D157700
114,DB00335,118,D157700
245,DB00571,118,D157700
260,DB00598,118,D157700
266,DB00612,118,D157700
303,DB00687,118,D157700
570,DB01203,118,D157700
640,DB04861,118,D157700
183,DB00457,119,D157950
478,DB01019,119,D157950
546,DB01162,119,D157950
622,DB01400,119,D157950
331,DB00747,120,D158280
501,DB01069,120,D158280
506,DB01075,120,D158280
459,DB00993,121,D160300
309,DB00697,122,D160750
420,DB00924,122,D160750
551,DB01173,122,D160750
30,DB00182,123,D161400
330,DB00745,123,D161400
627,DB01440,123,D161400
25,DB00177,124,D161900
26,DB00178,124,D161900
32,DB00187,124,D161900
37,DB00195,124,D161900
41,DB00203,124,D161900
43,DB00206,124,D161900
48,DB00214,124,D161900
54,DB00226,124,D161900
71,DB00264,124,D161900
73,DB00270,124,D161900
76,DB00275,124,D161900
88,DB00287,124,D161900
98,DB00310,124,D161900
107,DB00325,124,D161900
119,DB00343,124,D161900
122,DB00350,124,D161900
131,DB00364,124,D161900
136,DB00373,124,D161900
137,DB00374,124,D161900
141,DB00381,124,D161900
155,DB00401,124,D161900
164,DB00421,124,D161900
171,DB00436,124,D161900
179,DB00449,124,D161900
183,DB00457,124,D161900
200,DB00484,124,D161900
204,DB00492,124,D161900
214,DB00519,124,D161900
215,DB00521,124,D161900
217,DB00524,124,D161900
228,DB00542,124,D161900
240,DB00559,124,D161900
245,DB00571,124,D161900
248,DB00575,124,D161900
255,DB00590,124,D161900
258,DB00594,124,D161900
260,DB00598,124,D161900
269,DB00622,124,D161900
288,DB00654,124,D161900
290,DB00657,124,D161900
292,DB00661,124,D161900
299,DB00678,124,D161900
304,DB00691,124,D161900
305,DB00692,124,D161900
307,DB00695,124,D161900
321,DB00722,124,D161900
360,DB00796,124,D161900
361,DB00800,124,D161900
364,DB00808,124,D161900
370,DB00820,124,D161900
393,DB00869,124,D161900
396,DB00876,124,D161900
397,DB00880,124,D161900
398,DB00881,124,D161900
400,DB00883,124,D161900
402,DB00887,124,D161900
407,DB00903,124,D161900
409,DB00905,124,D161900
440,DB00960,124,D161900
442,DB00966,124,D161900
444,DB00968,124,D161900
454,DB00988,124,D161900
464,DB00999,124,D161900
477,DB01018,124,D161900
480,DB01023,124,D161900
482,DB01029,124,D161900
512,DB01085,124,D161900
514,DB01088,124,D161900
525,DB01115,124,D161900
535,DB01136,124,D161900
546,DB01162,124,D161900
550,DB01170,124,D161900
561,DB01189,124,D161900
563,DB01193,124,D161900
564,DB01194,124,D161900
567,DB01197,124,D161900
570,DB01203,124,D161900
572,DB01210,124,D161900
591,DB01240,124,D161900
594,DB01244,124,D161900
600,DB01258,124,D161900
607,DB01275,124,D161900
615,DB01359,124,D161900
640,DB04861,124,D161900
24,DB00176,125,D164230
49,DB00215,125,D164230
86,DB00285,125,D164230
113,DB00334,125,D164230
193,DB00472,125,D164230
316,DB00715,125,D164230
408,DB00904,125,D164230
519,DB01104,125,D164230
553,DB01175,125,D164230
580,DB01224,125,D164230
590,DB01238,125,D164230
593,DB01242,125,D164230
202,DB00490,126,D165150
56,DB00230,127,D165199
66,DB00252,127,D165199
195,DB00476,127,D165199
242,DB00564,127,D165199
268,DB00620,127,D165199
461,DB00996,127,D165199
5,DB00122,128,D165720
11,DB00141,128,D165720
36,DB00193,128,D165720
109,DB00328,128,D165720
186,DB00461,128,D165720
190,DB00469,128,D165720
199,DB00482,128,D165720
208,DB00500,128,D165720
237,DB00554,128,D165720
247,DB00573,128,D165720
252,DB00586,128,D165720
263,DB00605,128,D165720
314,DB00712,128,D165720
333,DB00749,128,D165720
354,DB00784,128,D165720
356,DB00788,128,D165720
367,DB00814,128,D165720
388,DB00861,128,D165720
429,DB00939,128,D165720
430,DB00945,128,D165720
457,DB00991,128,D165720
471,DB01009,128,D165720
493,DB01050,128,D165720
500,DB01068,128,D165720
608,DB01283,128,D165720
610,DB01296,128,D165720
621,DB01399,128,D165720
636,DB01628,128,D165720
48,DB00214,129,D166300
83,DB00282,129,D166300
307,DB00695,129,D166300
402,DB00887,129,D166300
454,DB00988,129,D166300
9,DB00136,130,D166710
12,DB00146,130,D166710
14,DB00153,130,D166710
22,DB00169,130,D166710
83,DB00282,130,D166710
87,DB00286,130,D166710
198,DB00481,130,D166710
273,DB00630,130,D166710
313,DB00710,130,D166710
401,DB00884,130,D166710
502,DB01070,130,D166710
173,DB00440,131,D166760
223,DB00535,131,D166760
225,DB00537,131,D166760
328,DB00741,131,D166760
513,DB01086,131,D166760
536,DB01137,131,D166760
547,DB01165,131,D166760
587,DB01234,131,D166760
83,DB00282,132,D167320
154,DB00399,132,D167320
273,DB00630,132,D167320
401,DB00884,132,D167320
534,DB01133,132,D167320
24,DB00176,133,D167870
31,DB00186,133,D167870
49,DB00215,133,D167870
86,DB00285,133,D167870
156,DB00404,133,D167870
184,DB00458,133,D167870
193,DB00472,133,D167870
202,DB00490,133,D167870
226,DB00540,133,D167870
316,DB00715,133,D167870
500,DB01068,133,D167870
519,DB01104,133,D167870
542,DB01151,133,D167870
543,DB01156,133,D167870
593,DB01242,133,D167870
34,DB00190,134,D168100
63,DB00245,134,D168100
72,DB00268,134,D168100
105,DB00323,134,D168100
138,DB00376,134,D168100
145,DB00387,134,D168100
161,DB00413,134,D168100
205,DB00494,134,D168100
315,DB00714,134,D168100
331,DB00747,134,D168100
365,DB00810,134,D168100
415,DB00915,134,D168100
455,DB00989,134,D168100
559,DB01186,134,D168100
568,DB01200,134,D168100
588,DB01235,134,D168100
617,DB01367,134,D168100
34,DB00190,135,D168600
63,DB00245,135,D168600
72,DB00268,135,D168600
105,DB00323,135,D168600
138,DB00376,135,D168600
145,DB00387,135,D168600
148,DB00392,135,D168600
161,DB00413,135,D168600
166,DB00424,135,D168600
205,DB00494,135,D168600
254,DB00589,135,D168600
315,DB00714,135,D168600
331,DB00747,135,D168600
455,DB00989,135,D168600
486,DB01037,135,D168600
551,DB01173,135,D168600
559,DB01186,135,D168600
588,DB01235,135,D168600
617,DB01367,135,D168600
643,DB05271,135,D168600
72,DB00268,136,D168601
105,DB00323,136,D168601
138,DB00376,136,D168601
145,DB00387,136,D168601
148,DB00392,136,D168601
161,DB00413,136,D168601
166,DB00424,136,D168601
205,DB00494,136,D168601
254,DB00589,136,D168601
315,DB00714,136,D168601
455,DB00989,136,D168601
486,DB01037,136,D168601
551,DB01173,136,D168601
559,DB01186,136,D168601
588,DB01235,136,D168601
643,DB05271,136,D168601
4,DB00115,137,D170900
39,DB00200,137,D170900
245,DB00571,138,D171300
248,DB00575,138,D171300
260,DB00598,138,D171300
305,DB00692,138,D171300
344,DB00765,138,D171300
421,DB00925,138,D171300
268,DB00620,139,D173200
298,DB00675,140,D174800
575,DB01217,140,D174800
199,DB00482,141,D175100
263,DB00605,141,D175100
199,DB00482,142,D175505
110,DB00331,143,D176800
284,DB00650,143,D176800
0,DB00014,144,D176807
87,DB00286,144,D176807
207,DB00499,144,D176807
353,DB00783,144,D176807
518,DB01101,144,D176807
531,DB01128,144,D176807
566,DB01196,144,D176807
571,DB01204,144,D176807
596,DB01248,144,D176807
41,DB00203,145,D178600
137,DB00374,145,D178600
240,DB00559,145,D178600
370,DB00820,145,D178600
400,DB00883,145,D178600
514,DB01088,145,D178600
591,DB01240,145,D178600
646,DB06268,145,D178600
73,DB00270,146,D179600
119,DB00343,146,D179600
141,DB00381,146,D179600
155,DB00401,146,D179600
183,DB00457,146,D179600
219,DB00528,146,D179600
255,DB00590,146,D179600
323,DB00727,146,D179600
480,DB01023,146,D179600
523,DB01113,146,D179600
525,DB01115,146,D179600
567,DB01197,146,D179600
264,DB00608,147,D181000
268,DB00620,147,D181000
275,DB00635,147,D181000
459,DB00993,147,D181000
587,DB01234,147,D181000
494,DB01058,148,D181460
649,DB06803,148,D181460
64,DB00246,149,D181500
99,DB00313,149,D181500
113,DB00334,149,D181500
130,DB00363,149,D181500
159,DB00408,149,D181500
170,DB00434,149,D181500
193,DB00472,149,D181500
196,DB00477,149,D181500
210,DB00502,149,D181500
238,DB00555,149,D181500
242,DB00564,149,D181500
270,DB00623,149,D181500
300,DB00679,149,D181500
326,DB00734,149,D181500
373,DB00831,149,D181500
425,DB00933,149,D181500
496,DB01063,149,D181500
500,DB01068,149,D181500
580,DB01224,149,D181500
590,DB01238,149,D181500
605,DB01267,149,D181500
614,DB01356,149,D181500
635,DB01623,149,D181500
337,DB00755,150,D182000
176,DB00444,151,D182280
213,DB00515,151,D182280
241,DB00563,151,D182280
349,DB00773,151,D182280
483,DB01030,151,D182280
49,DB00215,152,D182830
169,DB00433,152,D182830
210,DB00502,152,D182830
326,DB00734,152,D182830
94,DB00304,153,D184700
110,DB00331,153,D184700
133,DB00367,153,D184700
318,DB00717,153,D184700
399,DB00882,153,D184700
449,DB00977,153,D184700
620,DB01395,153,D184700
275,DB00635,154,D187360
468,DB01005,155,D187950
244,DB00570,156,D188030
268,DB00620,156,D188030
275,DB00635,156,D188030
459,DB00993,156,D188030
587,DB01234,156,D188030
591,DB01240,156,D188030
44,DB00208,157,D188050
79,DB00278,157,D188050
158,DB00407,157,D188050
243,DB00569,157,D188050
363,DB00806,157,D188050
581,DB01225,157,D188050
153,DB00398,158,D188470
462,DB00997,158,D188470
248,DB00575,159,D188890
29,DB00181,160,D189600
31,DB00186,160,D189600
287,DB00653,161,D189800
323,DB00727,161,D189800
71,DB00264,162,D190300
245,DB00571,162,D190300
358,DB00794,162,D190300
413,DB00909,162,D190300
461,DB00996,162,D190300
570,DB01203,162,D190300
657,DB08824,162,D190300
47,DB00213,163,D190310
116,DB00338,163,D190310
